Data,Canal de atendimento,Denúncia emergencial,Denunciante,Cenário da violação,Município,Frequência,Início das violações,Vítimas,Relação vítima-suspeito,Orientação sexual da vítima,Faixa etária da vítima,Raça\Cor da vítima,Faixa etária do suspeito,Suspeito preso,Raça\Cor do suspeito,Ano,Mês,Dia
2022-11-01 19:42:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354970 | SÃO JOSÉ DO RIO PARDO,,,1.0,COMPANHEIRO(A),NÃO,45 A 49 ANOS,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,2022,11,1
2022-12-12 10:10:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355650 | VÁRZEA PAULISTA,DIARIAMENTE,HÁ MAIS DE UM ANO,2.0,ESPOSA(O),NÃO,25 A 29 ANOS,PRETA,30 A 34 ANOS,NÃO,BRANCA,2022,12,12
2022-10-01 15:57:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,PARDA,50 A 54 ANOS,NÃO INFORMADO,PARDA,2022,10,1
2022-08-14 16:30:00,WEBCHAT,NÃO,TERCEIRO,VIA PÚBLICA,352220 | ITAPECERICA DA SERRA,OCASIONALMENTE,HÁ MAIS DE UM ANO,1.0,COMPANHEIRO(A),NÃO INFORMADO,18 A 19 ANOS,INDÍGENA,25 A 29 ANOS,NÃO INFORMADO,,2022,8,14
2022-09-05 21:25:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,NÃO SE APLICA,1.0,OUTROS FAMILIARES,NÃO,75 A 79 ANOS,NÃO INFORMADO,45 A 49 ANOS,NÃO,,2022,9,5
2022-12-28 16:22:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,350190 | AMPARO,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,COMPANHEIRO(A),NÃO,80 A 84 ANOS,BRANCA,70 A 74 ANOS,NÃO INFORMADO,BRANCA,2022,12,28
2022-07-06 15:55:00,E-MAIL,NÃO,TERCEIRO,INSTITUIÇÃO DE ENSINO,351880 | GUARULHOS,NÃO SABE INFORMAR,HÁ UM MÊS,1.0,DIRETOR(A) DE ESCOLA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,,2022,7,6
2022-11-16 19:23:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,353530 | PALMITAL,DIARIAMENTE,NÃO SABE INFORMAR,1.0,PESSOA COM QUEM MANTÉM/MANTEVE CONVIVÊNCIA FAMILIAR,NÃO,30 A 34 ANOS,PARDA,35 A 39 ANOS,NÃO,BRANCA,2022,11,16
2022-08-23 14:01:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351050 | CARAGUATATUBA,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,PAI,NÃO,16 ANOS,BRANCA,55 A 59 ANOS,NÃO INFORMADO,,2022,8,23
2022-12-01 14:28:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DO SUSPEITO,353930 | PIRASSUNUNGA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,PAI,PESSOA TRANS.TRANSEXUAL,20 A 24 ANOS,PARDA,45 A 49 ANOS,NÃO,PRETA,2022,12,1
2022-07-15 08:46:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,354340 | RIBEIRÃO PRETO,DIARIAMENTE,NÃO SABE INFORMAR,1.0,ENTEADO(A),NÃO,55 A 59 ANOS,PARDA,50 A 54 ANOS,NÃO,,2022,7,15
2022-09-24 17:59:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355710 | VOTUPORANGA,DIARIAMENTE,NÃO SABE INFORMAR,1.0,COMPANHEIRO(A),NÃO INFORMADO,18 A 19 ANOS,BRANCA,20 A 24 ANOS,NÃO INFORMADO,,2022,9,24
2022-09-21 15:34:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,LOCAL DE TRABALHO DO AGRESSOR,354870 | SÃO BERNARDO DO CAMPO,DIARIAMENTE,HÁ UM MÊS,1.0,PROFISSIONAL DE SAÚDE,NÃO,55 A 59 ANOS,PARDA,25 A 29 ANOS,NÃO,,2022,9,21
2022-11-27 20:49:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ UM MÊS,1.0,COMPANHEIRO(A),NÃO,25 A 29 ANOS,BRANCA,25 A 29 ANOS,NÃO,BRANCA,2022,11,27
2022-08-20 15:16:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,SEMANALMENTE,HÁ MAIS DE UM ANO,1.0,COMPANHEIRO(A),NÃO,35 A 39 ANOS,BRANCA,45 A 49 ANOS,NÃO,,2022,8,20
2022-11-09 09:11:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355730 | ESTIVA GERBI,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,FILHO(A),NÃO INFORMADO,50 A 54 ANOS,BRANCA,55 A 59 ANOS,NÃO INFORMADO,NÃO INFORMADO,2022,11,9
2022-09-12 20:07:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,350330 | ARARAS,OCASIONALMENTE,HÁ UMA SEMANA,1.0,DESCONHECIDO(A),NÃO,55 A 59 ANOS,BRANCA,30 A 34 ANOS,NÃO INFORMADO,,2022,9,12
2022-09-27 11:18:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,AMBIENTE VIRTUAL (NO ÂMBITO DA INTERNET),355030 | SÃO PAULO,OCASIONALMENTE,HÁ MAIS DE UM ANO,1.0,EX-NAMORADO(A),NÃO,40 A 44 ANOS,BRANCA,55 A 59 ANOS,NÃO INFORMADO,NÃO INFORMADO,2022,9,27
2022-10-21 15:41:00,PORTAL,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,NÃO SABE INFORMAR,1.0,ESPOSA(O),NÃO INFORMADO,55 A 59 ANOS,NÃO INFORMADO,60 A 64 ANOS,NÃO INFORMADO,PARDA,2022,10,21
2022-10-06 12:05:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,350850 | CAÇAPAVA,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1.0,NAMORADO(A),NÃO,45 A 49 ANOS,PARDA,40 A 44 ANOS,NÃO,BRANCA,2022,10,6
2022-09-12 10:02:00,PORTAL,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,OCASIONALMENTE,NÃO SABE INFORMAR,1.0,EX-COMPANHEIRO(A),NÃO,30 A 34 ANOS,BRANCA,30 A 34 ANOS,NÃO,,2022,9,12
2022-09-07 12:40:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,355100 | SÃO VICENTE,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,1.0,EX-COMPANHEIRO(A),NÃO,55 A 59 ANOS,BRANCA,60 A 64 ANOS,NÃO,,2022,9,7
2022-09-01 14:24:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350950 | CAMPINAS,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,VIZINHO(A),NÃO,55 A 59 ANOS,PARDA,55 A 59 ANOS,NÃO,,2022,9,1
2022-08-09 20:04:00,TELEFÔNICO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,A PRÓPRIA VÍTIMA,CASA DO SUSPEITO,355030 | SÃO PAULO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1.0,NAMORADO(A),NÃO INFORMADO,40 A 44 ANOS,PARDA,35 A 39 ANOS,NÃO,,2022,8,9
2022-11-18 12:01:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,VIZINHO(A),NÃO,50 A 54 ANOS,PARDA,35 A 39 ANOS,NÃO INFORMADO,BRANCA,2022,11,18
2022-07-04 18:03:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,352230 | ITAPETININGA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,FILHO(A),NÃO,25 A 29 ANOS,BRANCA,20 A 24 ANOS,NÃO,BRANCA,2022,7,4
2022-12-12 23:45:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352850 | MAIRIPORÃ,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,COMPANHEIRO(A),NÃO,35 A 39 ANOS,BRANCA,35 A 39 ANOS,NÃO INFORMADO,PRETA,2022,12,12
2022-11-19 16:58:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354830 | SANTO EXPEDITO,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1.0,ESPOSA(O),NÃO,50 A 54 ANOS,PARDA,50 A 54 ANOS,FLAGRANTE,PARDA,2022,11,19
2022-12-17 09:59:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,OCASIONALMENTE,HÁ MAIS DE UM ANO,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,PARDA,40 A 44 ANOS,NÃO,PARDA,2022,12,17
2022-09-25 15:45:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,COMPANHEIRO(A),NÃO,30 A 34 ANOS,PRETA,35 A 39 ANOS,TEMPORÁRIA,BRANCA,2022,9,25
2022-11-28 12:11:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,350520 | BARIRI,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,EX-COMPANHEIRO(A),NÃO,35 A 39 ANOS,PARDA,40 A 44 ANOS,FLAGRANTE,PARDA,2022,11,28
2022-12-09 16:15:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,353800 | PINDAMONHANGABA,DIARIAMENTE,NÃO SABE INFORMAR,1.0,COMPANHEIRO(A),NÃO,25 A 29 ANOS,PARDA,25 A 29 ANOS,NÃO,NÃO INFORMADO,2022,12,9
2022-12-28 21:06:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,353140 | MONTE APRAZÍVEL,MENSALMENTE,HÁ MAIS DE CINCO ANOS,1.0,EX-COMPANHEIRO(A),NÃO,35 A 39 ANOS,PARDA,40 A 44 ANOS,NÃO,BRANCA,2022,12,28
2022-08-15 07:10:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350750 | BOTUCATU,OCASIONALMENTE,HÁ MAIS DE UM ANO,1.0,ESPOSA(O),NÃO,30 A 34 ANOS,BRANCA,35 A 39 ANOS,NÃO,,2022,8,15
2022-07-30 23:51:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,EX-COMPANHEIRO(A),NÃO,20 A 24 ANOS,PARDA,25 A 29 ANOS,NÃO,,2022,7,30
2022-12-06 15:31:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354340 | RIBEIRÃO PRETO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,COMPANHEIRO(A),NÃO,40 A 44 ANOS,PARDA,40 A 44 ANOS,NÃO INFORMADO,BRANCA,2022,12,6
2022-09-29 19:33:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1.0,PAI,,01 ANO,PARDA,20 A 24 ANOS,NÃO,,2022,9,29
2022-09-20 10:07:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352940 | MAUÁ,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,COMPANHEIRO(A),NÃO,40 A 44 ANOS,PARDA,30 A 34 ANOS,PENA (RECLUSÃO),,2022,9,20
2022-11-30 14:23:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,FILHO(A),NÃO,50 A 54 ANOS,PARDA,60 A 64 ANOS,NÃO,,2022,11,30
2022-08-11 21:20:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354990 | SÃO JOSÉ DOS CAMPOS,MENSALMENTE,HÁ UM MÊS,1.0,COMPANHEIRO(A),NÃO INFORMADO,25 A 29 ANOS,BRANCA,NÃO INFORMADO,NÃO INFORMADO,,2022,8,11
2022-10-09 11:18:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350570 | BARUERI,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,2.0,COMPANHEIRO(A),NÃO,30 A 34 ANOS,PARDA,,,,2022,10,9
2022-07-29 21:44:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,351570 | FERRAZ DE VASCONCELOS,OCASIONALMENTE,HÁ MAIS DE SEIS MESES,1.0,EX-NAMORADO(A),NÃO INFORMADO,35 A 39 ANOS,BRANCA,25 A 29 ANOS,PENA (RECLUSÃO),,2022,7,29
2022-10-27 16:49:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,LOCAL DE TRABALHO DA VÍTIMA,355240 | SUMARÉ,SEMANALMENTE,HÁ UM MÊS,1.0,EX-COMPANHEIRO(A),NÃO,35 A 39 ANOS,PARDA,45 A 49 ANOS,NÃO,PARDA,2022,10,27
2022-08-07 19:12:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352580 | JÚLIO MESQUITA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,COMPANHEIRO(A),NÃO,50 A 54 ANOS,BRANCA,55 A 59 ANOS,NÃO,,2022,8,7
2022-12-29 15:02:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,355030 | SÃO PAULO,DIARIAMENTE,HÁ UM MÊS,1.0,FILHO(A),NÃO,65 A 69 ANOS,PARDA,30 A 34 ANOS,NÃO,BRANCA,2022,12,29
2022-09-20 14:54:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,354980 | SÃO JOSÉ DO RIO PRETO,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1.0,EX-NAMORADO(A),NÃO,45 A 49 ANOS,BRANCA,25 A 29 ANOS,PENA (RECLUSÃO),,2022,9,20
2022-09-01 23:21:00,WEBCHAT,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352690 | LIMEIRA,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,COMPANHEIRO(A),NÃO,40 A 44 ANOS,BRANCA,45 A 49 ANOS,NÃO,,2022,9,1
2022-10-10 21:27:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351880 | GUARULHOS,SEMANALMENTE,HÁ MAIS DE DEZ ANOS,1.0,FILHO(A),NÃO,65 A 69 ANOS,BRANCA,45 A 49 ANOS,FLAGRANTE,PRETA,2022,10,10
2022-07-23 09:32:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,355220 | SOROCABA,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,VIZINHO(A),NÃO,60 A 64 ANOS,PARDA,70 A 74 ANOS,NÃO INFORMADO,,2022,7,23
2022-11-02 12:14:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,LOCAL DE TRABALHO DO AGRESSOR,350600 | BAURU,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1.0,OUTROS,NÃO,30 A 34 ANOS,PARDA,50 A 54 ANOS,NÃO,BRANCA,2022,11,2
2022-11-07 10:06:00,WHATSAPP,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354340 | RIBEIRÃO PRETO,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,COMPANHEIRO(A),NÃO,40 A 44 ANOS,PRETA,50 A 54 ANOS,NÃO,BRANCA,2022,11,7
2022-12-14 11:42:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,351880 | GUARULHOS,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,1.0,MÃE,NÃO,45 A 49 ANOS,AMARELA,80 A 84 ANOS,NÃO INFORMADO,AMARELA,2022,12,14
2022-12-05 18:23:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350570 | BARUERI,SEMANALMENTE,HÁ MAIS DE SEIS MESES,1.0,FILHO(A),NÃO INFORMADO,50 A 54 ANOS,BRANCA,16 ANOS,NÃO,BRANCA,2022,12,5
2022-08-15 10:02:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,354780 | SANTO ANDRÉ,OCASIONALMENTE,HÁ MAIS DE DEZ ANOS,1.0,FILHO(A),NÃO,60 A 64 ANOS,PRETA,25 A 29 ANOS,NÃO,,2022,8,15
2022-10-18 07:15:00,PORTAL,RISCO IMINENTE DE MORTE DA VÍTIMA,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355410 | TAUBATÉ,OCASIONALMENTE,NÃO SABE INFORMAR,2.0,COMPANHEIRO(A),NÃO,30 A 34 ANOS,NÃO INFORMADO,25 A 29 ANOS,NÃO,PRETA,2022,10,18
2022-11-30 11:13:00,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,355030 | SÃO PAULO,DIARIAMENTE,NÃO SABE INFORMAR,1.0,ESPOSA(O),NÃO,55 A 59 ANOS,PRETA,25 A 29 ANOS,PENA (RECLUSÃO),PRETA,2022,11,30
2022-11-22 18:13:00,E-MAIL,NÃO,TERCEIRO,CASA DO SUSPEITO,351907 | HORTOLÂNDIA,DIARIAMENTE,HÁ MAIS DE UM ANO,1.0,ESPOSA(O),NÃO,IDOSO IDADE NÃO INFORMADA,NÃO INFORMADO,NÃO INFORMADO,NÃO,NÃO INFORMADO,2022,11,22
2022-08-23 12:04:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352460 | JACUPIRANGA,NÃO SABE INFORMAR,NÃO SABE INFORMAR,1.0,NAMORADO(A),NÃO INFORMADO,18 A 19 ANOS,BRANCA,50 A 54 ANOS,NÃO,,2022,8,23
2022-12-12 22:30:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354780 | SANTO ANDRÉ,DIARIAMENTE,HÁ UM MÊS,1.0,FILHO(A),NÃO,80 A 84 ANOS,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,2022,12,12
2022-08-23 19:29:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351300 | COTIA,DIARIAMENTE,NÃO SABE INFORMAR,1.0,ESPOSA(O),NÃO INFORMADO,45 A 49 ANOS,PARDA,45 A 49 ANOS,NÃO INFORMADO,,2022,8,23
2022-12-10 16:30:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350950 | CAMPINAS,OCASIONALMENTE,NÃO SABE INFORMAR,1.0,COMPANHEIRO(A),NÃO,35 A 39 ANOS,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,,2022,12,10
2022-12-27 15:04:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351620 | FRANCA,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,1.0,COMPANHEIRO(A),NÃO,60 A 64 ANOS,PARDA,,,PARDA,2022,12,27
2022-11-30 15:55:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ UM MÊS,2.0,PADRASTO/MADRASTA,NÃO,15 ANOS,BRANCA,25 A 29 ANOS,NÃO INFORMADO,NÃO INFORMADO,2022,11,30
2022-09-02 18:48:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,351300 | COTIA,DIARIAMENTE,HÁ UMA SEMANA,1.0,VIZINHO(A),NÃO INFORMADO,35 A 39 ANOS,PRETA,NÃO INFORMADO,NÃO INFORMADO,,2022,9,2
2022-09-17 20:11:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,TERCEIRO,CASA DA VÍTIMA,355030 | SÃO PAULO,SEMANALMENTE,HÁ MAIS DE UM ANO,1.0,EX-COMPANHEIRO(A),NÃO,20 A 24 ANOS,PRETA,40 A 44 ANOS,NÃO,,2022,9,17
2022-10-26 14:44:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350600 | BAURU,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1.0,COMPANHEIRO(A),NÃO,55 A 59 ANOS,BRANCA,45 A 49 ANOS,NÃO,PRETA,2022,10,26
2022-09-12 10:57:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351620 | FRANCA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,ESPOSA(O),NÃO,40 A 44 ANOS,BRANCA,45 A 49 ANOS,NÃO,,2022,9,12
2022-12-11 11:45:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,353430 | ORLÂNDIA,OCASIONALMENTE,HÁ MAIS DE DEZ ANOS,1.0,COMPANHEIRO(A),NÃO,45 A 49 ANOS,BRANCA,45 A 49 ANOS,NÃO,BRANCA,2022,12,11
2022-08-10 16:06:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350330 | ARARAS,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,FILHO(A),NÃO,40 A 44 ANOS,BRANCA,20 A 24 ANOS,NÃO,,2022,8,10
2022-11-22 21:06:00,TELEFÔNICO,RISCO IMINENTE DE MORTE DA VÍTIMA,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,352670 | LEME,OCASIONALMENTE,HÁ UM MÊS,1.0,EX-NAMORADO(A),NÃO,20 A 24 ANOS,PARDA,25 A 29 ANOS,PENA (SEMI-ABERTO),,2022,11,22
2022-09-13 22:20:00,PORTAL,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,351870 | GUARUJÁ,OCASIONALMENTE,HÁ UM MÊS,1.0,OUTROS,NÃO INFORMADO,45 A 49 ANOS,BRANCA,35 A 39 ANOS,NÃO INFORMADO,,2022,9,13
2022-07-30 15:21:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351880 | GUARULHOS,OCASIONALMENTE,HÁ MAIS DE UM ANO,1.0,FILHO(A),NÃO,90+,PARDA,55 A 59 ANOS,,,2022,7,30
2022-09-25 14:25:00,PORTAL,NÃO,TERCEIRO,CASA DO SUSPEITO,355030 | SÃO PAULO,SEMANALMENTE,HÁ UM MÊS,1.0,OUTROS,NÃO INFORMADO,NÃO INFORMADO,AMARELA,40 A 44 ANOS,NÃO,AMARELA,2022,9,25
2022-12-21 18:01:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,SEMANALMENTE,HÁ MAIS DE UM ANO,1.0,FILHO(A),NÃO,30 A 34 ANOS,PARDA,16 ANOS,NÃO,BRANCA,2022,12,21
2022-09-18 19:29:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,351110 | CATANDUVA,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,1.0,GENRO/NORA,NÃO,75 A 79 ANOS,PRETA,60 A 64 ANOS,NÃO,,2022,9,18
2022-12-01 09:29:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,350320 | ARARAQUARA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1.0,COMPANHEIRO(A),NÃO,55 A 59 ANOS,PARDA,50 A 54 ANOS,NÃO,,2022,12,1
2022-09-08 15:09:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352900 | MARÍLIA,SEMANALMENTE,HÁ MAIS DE SEIS MESES,1.0,NÃO SABE INFORMAR,NÃO INFORMADO,25 A 29 ANOS,PARDA,NÃO INFORMADO,NÃO INFORMADO,,2022,9,8
2022-12-11 20:36:00,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,352250 | ITAPEVI,OCASIONALMENTE,HÁ UM MÊS,1.0,ESPOSA(O),NÃO,25 A 29 ANOS,BRANCA,NÃO INFORMADO,NÃO INFORMADO,NÃO INFORMADO,2022,12,11
2022-09-13 08:43:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,354990 | SÃO JOSÉ DOS CAMPOS,OCASIONALMENTE,HÁ MAIS DE SEIS MESES,1.0,EX-COMPANHEIRO(A),NÃO,20 A 24 ANOS,BRANCA,20 A 24 ANOS,TEMPORÁRIA,,2022,9,13
2022-09-18 18:59:00,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,355030 | SÃO PAULO,DIARIAMENTE,HÁ UMA SEMANA,1.0,COMPANHEIRO(A),NÃO,25 A 29 ANOS,PARDA,25 A 29 ANOS,NÃO INFORMADO,,2022,9,18
